date;day_type;time;real_time;infestation;replicate;specimen;species;shell_temp;no_pic
2022/02/10;cloudy;30;12:41;infested;3;1;Acanthochitona garnoti;33,8;M1
2022/02/10;cloudy;30;12:41;infested;3;2;Acanthochitona garnoti;35,2;M2
2022/02/10;cloudy;30;12:41;infested;3;3;Acanthochitona garnoti;33,6;M3
2022/02/10;cloudy;30;12:41;infested;3;4;Acanthochitona garnoti;35,8;M4
2022/02/10;cloudy;30;12:41;non infested;3;1;Acanthochitona garnoti;36,2;M1
2022/02/10;cloudy;30;12:41;non infested;3;2;Acanthochitona garnoti;37;M2
2022/02/10;cloudy;30;12:41;non infested;3;3;Acanthochitona garnoti;36,3;M3
2022/02/10;cloudy;30;12:41;non infested;3;4;Acanthochitona garnoti;34,7;M4
2022/02/10;cloudy;45;12:56;infested;1;1;Acanthochitona garnoti;36;M1
2022/02/10;cloudy;45;12:56;infested;1;2;Acanthochitona garnoti;38,8;M2
2022/02/10;cloudy;45;12:56;infested;1;3;Acanthochitona garnoti;37,9;M3
2022/02/10;cloudy;45;12:56;infested;1;4;Acanthochitona garnoti;35,9;M4
2022/02/10;cloudy;45;12:56;non infested;1;1;Acanthochitona garnoti;38,1;M1
2022/02/10;cloudy;45;12:56;non infested;1;2;Acanthochitona garnoti;40,4;M2
2022/02/10;cloudy;45;12:56;non infested;1;3;Acanthochitona garnoti;40,7;M3
2022/02/10;cloudy;45;12:56;non infested;1;4;Acanthochitona garnoti;38,6;M4
2022/02/10;cloudy;45;12:56;non infested;1;5;Acanthochitona garnoti;34;M5
2022/02/10;cloudy;45;12:56;non infested;1;6;Acanthochitona garnoti;40,2;M6
2022/02/10;cloudy;45;12:56;non infested;1;7;Acanthochitona garnoti;35,1;M7
2022/02/10;cloudy;45;12:56;infested;2;1;Acanthochitona garnoti;36,4;M1
2022/02/10;cloudy;45;12:56;infested;2;2;Acanthochitona garnoti;36,2;M2
2022/02/10;cloudy;45;12:56;infested;2;3;Acanthochitona garnoti;33,3;M3
2022/02/10;cloudy;45;12:56;non infested;2;1;Acanthochitona garnoti;35,5;M1
2022/02/10;cloudy;45;12:56;non infested;2;2;Acanthochitona garnoti;37,1;M2
2022/02/10;cloudy;45;12:56;non infested;2;3;Acanthochitona garnoti;38,8;M3
2022/02/10;cloudy;45;12:56;non infested;2;4;Acanthochitona garnoti;33,4;M4
2022/02/10;cloudy;45;12:56;non infested;2;5;Acanthochitona garnoti;36,7;M5
2022/02/10;cloudy;45;12:56;non infested;2;6;Acanthochitona garnoti;34,7;M6
2022/02/10;cloudy;45;12:56;infested;3;1;Acanthochitona garnoti;34,8;M1
2022/02/10;cloudy;45;12:56;infested;3;2;Acanthochitona garnoti;37,5;M2
2022/02/10;cloudy;45;12:56;infested;3;3;Acanthochitona garnoti;37,1;M3
2022/02/10;cloudy;45;12:56;infested;3;4;Acanthochitona garnoti;35,3;M4
2022/02/10;cloudy;45;12:56;non infested;3;1;Acanthochitona garnoti;37,2;M1
2022/02/10;cloudy;45;12:56;non infested;3;2;Acanthochitona garnoti;40,6;M2
2022/02/10;cloudy;45;12:56;non infested;3;3;Acanthochitona garnoti;39,4;M3
2022/02/10;cloudy;45;12:56;non infested;3;4;Acanthochitona garnoti;37,6;M4
2022/02/10;cloudy;45;12:56;non infested;3;5;Acanthochitona garnoti;37,5;M5
2022/02/10;cloudy;60;13:11;infested;1;1;Acanthochitona garnoti;36,7;M1
2022/02/10;cloudy;60;13:11;infested;1;2;Acanthochitona garnoti;38,9;M2
2022/02/10;cloudy;60;13:11;infested;1;3;Acanthochitona garnoti;38,3;M3
2022/02/10;cloudy;60;13:11;infested;1;4;Acanthochitona garnoti;35,3;M4
2022/02/10;cloudy;60;13:11;non infested;1;1;Acanthochitona garnoti;39,7;M1
2022/02/10;cloudy;60;13:11;non infested;1;2;Acanthochitona garnoti;40,9;M2
2022/02/10;cloudy;60;13:11;non infested;1;3;Acanthochitona garnoti;37,5;M3
2022/02/10;cloudy;60;13:11;non infested;1;4;Acanthochitona garnoti;40,9;M4
2022/02/10;cloudy;60;13:11;non infested;1;5;Acanthochitona garnoti;37,1;M5
2022/02/10;cloudy;60;13:11;non infested;1;6;Acanthochitona garnoti;34,5;M6
2022/02/10;cloudy;60;13:11;non infested;1;7;Acanthochitona garnoti;32,9;M7
2022/02/10;cloudy;60;13:11;infested;2;1;Acanthochitona garnoti;30,9;M1
2022/02/10;cloudy;60;13:11;infested;2;2;Acanthochitona garnoti;32,8;M2
2022/02/10;cloudy;60;13:11;infested;2;3;Acanthochitona garnoti;32;M3
2022/02/10;cloudy;60;13:11;infested;2;4;Acanthochitona garnoti;32,4;M4
2022/02/10;cloudy;60;13:11;infested;2;5;Acanthochitona garnoti;35,6;M5
2022/02/10;cloudy;60;13:11;non infested;2;1;Acanthochitona garnoti;35,8;M1
2022/02/10;cloudy;60;13:11;non infested;2;2;Acanthochitona garnoti;38,7;M2
2022/02/10;cloudy;60;13:11;non infested;2;3;Acanthochitona garnoti;38,7;M3
2022/02/10;cloudy;60;13:11;non infested;2;4;Acanthochitona garnoti;33,3;M4
2022/02/10;cloudy;60;13:11;non infested;2;5;Acanthochitona garnoti;35,6;M5
2022/02/10;cloudy;60;13:11;infested;3;1;Acanthochitona garnoti;35,7;M1
2022/02/10;cloudy;60;13:11;infested;3;2;Acanthochitona garnoti;38,4;M2
2022/02/10;cloudy;60;13:11;infested;3;3;Acanthochitona garnoti;35,6;M3
2022/02/10;cloudy;60;13:11;infested;3;4;Acanthochitona garnoti;35,5;M4
2022/02/10;cloudy;60;13:11;non infested;3;1;Acanthochitona garnoti;36;M1
2022/02/10;cloudy;60;13:11;non infested;3;2;Acanthochitona garnoti;40,9;M2
2022/02/10;cloudy;60;13:11;non infested;3;3;Acanthochitona garnoti;37,8;M3
2022/02/10;cloudy;60;13:11;non infested;3;4;Acanthochitona garnoti;37,4;M4
2022/02/10;cloudy;75;13:26;infested;1;1;Acanthochitona garnoti;38,5;M1
2022/02/10;cloudy;75;13:26;infested;1;2;Acanthochitona garnoti;36,6;M2
2022/02/10;cloudy;75;13:26;infested;1;3;Acanthochitona garnoti;38,3;M3
2022/02/10;cloudy;75;13:26;infested;1;4;Acanthochitona garnoti;34,6;M4
2022/02/10;cloudy;75;13:26;non infested;1;1;Acanthochitona garnoti;36,7;M1
2022/02/10;cloudy;75;13:26;non infested;1;2;Acanthochitona garnoti;41,9;M2
2022/02/10;cloudy;75;13:26;non infested;1;3;Acanthochitona garnoti;41;M3
2022/02/10;cloudy;75;13:26;non infested;1;4;Acanthochitona garnoti;36,3;M4
2022/02/10;cloudy;75;13:26;non infested;1;5;Acanthochitona garnoti;32,9;M5
2022/02/10;cloudy;75;13:26;non infested;1;6;Acanthochitona garnoti;33,2;M6
2022/02/10;cloudy;75;13:26;non infested;1;7;Acanthochitona garnoti;39,9;M7
2022/02/10;cloudy;75;13:26;infested;2;1;Acanthochitona garnoti;33,5;M1
2022/02/10;cloudy;75;13:26;infested;2;2;Acanthochitona garnoti;35,1;M2
2022/02/10;cloudy;75;13:26;infested;2;3;Acanthochitona garnoti;32,2;M3
2022/02/10;cloudy;75;13:26;infested;2;4;Acanthochitona garnoti;31,9;M4
2022/02/10;cloudy;75;13:26;non infested;2;1;Acanthochitona garnoti;38,4;M1
2022/02/10;cloudy;75;13:26;non infested;2;2;Acanthochitona garnoti;36;M2
2022/02/10;cloudy;75;13:26;non infested;2;3;Acanthochitona garnoti;31,7;M3
2022/02/10;cloudy;75;13:26;non infested;2;4;Acanthochitona garnoti;33,8;M4
2022/02/10;cloudy;75;13:26;non infested;2;5;Acanthochitona garnoti;33,5;M5
2022/02/10;cloudy;75;13:26;non infested;2;6;Acanthochitona garnoti;36,4;M6
2022/02/10;cloudy;75;13:26;infested;3;1;Acanthochitona garnoti;33,5;M1
2022/02/10;cloudy;75;13:26;infested;3;2;Acanthochitona garnoti;34,9;M2
2022/02/10;cloudy;75;13:26;infested;3;3;Acanthochitona garnoti;34,7;M3
2022/02/10;cloudy;75;13:26;infested;3;4;Acanthochitona garnoti;38,3;M4
2022/02/10;cloudy;75;13:26;non infested;3;1;Acanthochitona garnoti;36,2;M1
2022/02/10;cloudy;75;13:26;non infested;3;2;Acanthochitona garnoti;40,8;M2
2022/02/10;cloudy;75;13:26;non infested;3;3;Acanthochitona garnoti;36,2;M3
2022/02/10;cloudy;75;13:26;non infested;3;4;Acanthochitona garnoti;36,2;M4
2022/02/10;cloudy;75;13:26;non infested;3;5;Acanthochitona garnoti;36,6;M5
2022/02/10;cloudy;90;13:41;infested;1;1;Acanthochitona garnoti;37,1;M1
2022/02/10;cloudy;90;13:41;infested;1;2;Acanthochitona garnoti;39;M2
2022/02/10;cloudy;90;13:41;infested;1;3;Acanthochitona garnoti;39,8;M3
2022/02/10;cloudy;90;13:41;infested;1;4;Acanthochitona garnoti;35,1;M4
2022/02/10;cloudy;90;13:41;non infested;1;1;Acanthochitona garnoti;36,8;M1
2022/02/10;cloudy;90;13:41;non infested;1;2;Acanthochitona garnoti;43,1;M2
2022/02/10;cloudy;90;13:41;non infested;1;3;Acanthochitona garnoti;42,2;M3
2022/02/10;cloudy;90;13:41;non infested;1;4;Acanthochitona garnoti;37,2;M4
2022/02/10;cloudy;90;13:41;non infested;1;5;Acanthochitona garnoti;34,3;M5
2022/02/10;cloudy;90;13:41;non infested;1;6;Acanthochitona garnoti;34,8;M6
2022/02/10;cloudy;90;13:41;non infested;1;7;Acanthochitona garnoti;40,8;M7
2022/02/10;cloudy;90;13:41;infested;2;1;Acanthochitona garnoti;34,5;M1
2022/02/10;cloudy;90;13:41;infested;2;2;Acanthochitona garnoti;33,1;M2
2022/02/10;cloudy;90;13:41;infested;2;3;Acanthochitona garnoti;36,1;M3
2022/02/10;cloudy;90;13:41;infested;2;4;Acanthochitona garnoti;33,1;M4
2022/02/10;cloudy;90;13:41;non infested;2;1;Acanthochitona garnoti;38;M1
2022/02/10;cloudy;90;13:41;non infested;2;2;Acanthochitona garnoti;40,2;M2
2022/02/10;cloudy;90;13:41;non infested;2;3;Acanthochitona garnoti;36,7;M3
2022/02/10;cloudy;90;13:41;non infested;2;4;Acanthochitona garnoti;34,1;M4
2022/02/10;cloudy;90;13:41;non infested;2;5;Acanthochitona garnoti;35,1;M5
2022/02/10;cloudy;90;13:41;non infested;2;6;Acanthochitona garnoti;34,4;M6
2022/02/10;cloudy;90;13:41;infested;3;1;Acanthochitona garnoti;36,7;M1
2022/02/10;cloudy;90;13:41;infested;3;2;Acanthochitona garnoti;40,7;M2
2022/02/10;cloudy;90;13:41;infested;3;3;Acanthochitona garnoti;33,3;M3
2022/02/10;cloudy;90;13:41;infested;3;4;Acanthochitona garnoti;35,2;M4
2022/02/10;cloudy;90;13:41;non infested;3;1;Acanthochitona garnoti;38,4;M1
2022/02/10;cloudy;90;13:41;non infested;3;2;Acanthochitona garnoti;41,9;M2
2022/02/10;cloudy;90;13:41;non infested;3;3;Acanthochitona garnoti;36,1;M3
2022/02/10;cloudy;90;13:41;non infested;3;4;Acanthochitona garnoti;37,4;M4
2022/02/10;cloudy;90;13:41;non infested;3;5;Acanthochitona garnoti;36,9;M5
2022/02/09;sunny;0;12:53;infested;1;1;Perna perna;25;M8
2022/02/09;sunny;0;12:53;infested;1;2;Perna perna;24,3;M9
2022/02/09;sunny;0;12:53;infested;1;3;Perna perna;25,2;M10
2022/02/09;sunny;0;12:53;infested;1;4;Perna perna;24,9;M11
2022/02/09;sunny;0;12:53;infested;1;5;Perna perna;25,1;M12
2022/02/09;sunny;0;12:53;non infested;1;1;Perna perna;26,7;M8
2022/02/09;sunny;0;12:53;non infested;1;2;Perna perna;25,5;M9
2022/02/09;sunny;0;12:53;non infested;1;3;Perna perna;26,6;M10
2022/02/09;sunny;0;12:53;non infested;1;4;Perna perna;25,3;M11
2022/02/09;sunny;0;12:53;non infested;1;5;Perna perna;27;M12
2022/02/09;sunny;0;12:53;infested;2;1;Perna perna;24,9;M8
2022/02/09;sunny;0;12:53;infested;2;2;Perna perna;24,6;M9
2022/02/09;sunny;0;12:53;infested;2;3;Perna perna;23,6;M10
2022/02/09;sunny;0;12:53;infested;2;4;Perna perna;24,9;M11
2022/02/09;sunny;0;12:53;infested;2;5;Perna perna;24;M12
2022/02/09;sunny;0;12:53;non infested;2;1;Perna perna;27,2;M8
2022/02/09;sunny;0;12:53;non infested;2;2;Perna perna;24,8;M9
2022/02/09;sunny;0;12:53;non infested;2;3;Perna perna;26,9;M10
2022/02/09;sunny;0;12:53;non infested;2;4;Perna perna;25,1;M11
2022/02/09;sunny;0;12:53;non infested;2;5;Perna perna;27,9;M12
2022/02/09;sunny;0;12:53;infested;3;1;Perna perna;25,1;M8
2022/02/09;sunny;0;12:53;infested;3;2;Perna perna;24,7;M9
2022/02/09;sunny;0;12:53;infested;3;3;Perna perna;25,6;M10
2022/02/09;sunny;0;12:53;infested;3;4;Perna perna;25,1;M11
2022/02/09;sunny;0;12:53;infested;3;5;Perna perna;25,1;M12
2022/02/09;sunny;0;12:53;non infested;3;1;Perna perna;26,8;M8
2022/02/09;sunny;0;12:53;non infested;3;2;Perna perna;28,2;M9
2022/02/09;sunny;0;12:53;non infested;3;3;Perna perna;25,7;M10
2022/02/09;sunny;0;12:53;non infested;3;4;Perna perna;27;M11
2022/02/09;sunny;0;12:53;non infested;3;5;Perna perna;27,4;M12
2022/02/09;sunny;15;13:08;infested;1;1;Perna perna;35,7;M6
2022/02/09;sunny;15;13:08;infested;1;2;Perna perna;33,2;M7
2022/02/09;sunny;15;13:08;infested;1;3;Perna perna;34,8;M8
2022/02/09;sunny;15;13:08;infested;1;4;Perna perna;30,9;M9
2022/02/09;sunny;15;13:08;infested;1;5;Perna perna;35,7;M10
2022/02/09;sunny;15;13:08;non infested;1;1;Perna perna;37,6;M8
2022/02/09;sunny;15;13:08;non infested;1;2;Perna perna;39,6;M9
2022/02/09;sunny;15;13:08;non infested;1;3;Perna perna;38;M10
2022/02/09;sunny;15;13:08;non infested;1;4;Perna perna;39,8;M11
2022/02/09;sunny;15;13:08;non infested;1;5;Perna perna;38,5;M12
2022/02/09;sunny;15;13:08;infested;2;1;Perna perna;29,8;M5
2022/02/09;sunny;15;13:08;infested;2;2;Perna perna;30,3;M6
2022/02/09;sunny;15;13:08;infested;2;3;Perna perna;31;M7
2022/02/09;sunny;15;13:08;infested;2;4;Perna perna;31,9;M8
2022/02/09;sunny;15;13:08;infested;2;5;Perna perna;30,5;M9
2022/02/09;sunny;15;13:08;non infested;2;1;Perna perna;36,3;M8
2022/02/09;sunny;15;13:08;non infested;2;2;Perna perna;33,7;M9
2022/02/09;sunny;15;13:08;non infested;2;3;Perna perna;32,5;M10
2022/02/09;sunny;15;13:08;non infested;2;4;Perna perna;36,9;M11
2022/02/09;sunny;15;13:08;non infested;2;5;Perna perna;36,3;M12
2022/02/09;sunny;15;13:08;infested;3;1;Perna perna;34,1;M6
2022/02/09;sunny;15;13:08;infested;3;2;Perna perna;32,1;M7
2022/02/09;sunny;15;13:08;infested;3;3;Perna perna;33,2;M8
2022/02/09;sunny;15;13:08;infested;3;4;Perna perna;31,7;M9
2022/02/09;sunny;15;13:08;infested;3;5;Perna perna;32,9;M10
2022/02/09;sunny;15;13:08;non infested;3;1;Perna perna;33,5;M6
2022/02/09;sunny;15;13:08;non infested;3;2;Perna perna;34,9;M7
2022/02/09;sunny;15;13:08;non infested;3;3;Perna perna;39,7;M8
2022/02/09;sunny;15;13:08;non infested;3;4;Perna perna;37,8;M9
2022/02/09;sunny;15;13:08;non infested;3;5;Perna perna;37,3;M10
2022/02/09;sunny;30;13:23;infested;1;1;Perna perna;42,3;M7
2022/02/09;sunny;30;13:23;infested;1;2;Perna perna;41,2;M8
2022/02/09;sunny;30;13:23;infested;1;3;Perna perna;40,3;M9
2022/02/09;sunny;30;13:23;infested;1;4;Perna perna;35,9;M10
2022/02/09;sunny;30;13:23;infested;1;5;Perna perna;38,9;M11
2022/02/09;sunny;30;13:23;non infested;1;1;Perna perna;43,3;M7
2022/02/09;sunny;30;13:23;non infested;1;2;Perna perna;44,4;M8
2022/02/09;sunny;30;13:23;non infested;1;3;Perna perna;43,4;M9
2022/02/09;sunny;30;13:23;non infested;1;4;Perna perna;39,3;M10
2022/02/09;sunny;30;13:23;non infested;1;5;Perna perna;43,4;M11
2022/02/09;sunny;30;13:23;infested;2;1;Perna perna;37,9;M4
2022/02/09;sunny;30;13:23;infested;2;2;Perna perna;38,2;M5
2022/02/09;sunny;30;13:23;infested;2;3;Perna perna;38;M6
2022/02/09;sunny;30;13:23;infested;2;4;Perna perna;34,7;M7
2022/02/09;sunny;30;13:23;infested;2;5;Perna perna;36,2;M8
2022/02/09;sunny;30;13:23;non infested;2;1;Perna perna;38,4;M7
2022/02/09;sunny;30;13:23;non infested;2;2;Perna perna;43,6;M8
2022/02/09;sunny;30;13:23;non infested;2;3;Perna perna;38,9;M9
2022/02/09;sunny;30;13:23;non infested;2;4;Perna perna;40,2;M10
2022/02/09;sunny;30;13:23;non infested;2;5;Perna perna;39,8;M11
2022/02/09;sunny;30;13:23;infested;3;1;Perna perna;38,7;M6
2022/02/09;sunny;30;13:23;infested;3;2;Perna perna;37,1;M7
2022/02/09;sunny;30;13:23;infested;3;3;Perna perna;38,6;M8
2022/02/09;sunny;30;13:23;infested;3;4;Perna perna;38,8;M9
2022/02/09;sunny;30;13:23;infested;3;5;Perna perna;36,2;M10
2022/02/09;sunny;30;13:23;non infested;3;1;Perna perna;39,5;M6
2022/02/09;sunny;30;13:23;non infested;3;2;Perna perna;37,4;M7
2022/02/09;sunny;30;13:23;non infested;3;3;Perna perna;40,6;M8
2022/02/09;sunny;30;13:23;non infested;3;4;Perna perna;42,2;M9
2022/02/09;sunny;30;13:23;non infested;3;5;Perna perna;41,2;M10
2022/02/09;sunny;45;13:38;infested;1;1;Perna perna;41,4;M6
2022/02/09;sunny;45;13:38;infested;1;2;Perna perna;41,6;M7
2022/02/09;sunny;45;13:38;infested;1;3;Perna perna;42,5;M8
2022/02/09;sunny;45;13:38;infested;1;4;Perna perna;36,6;M9
2022/02/09;sunny;45;13:38;infested;1;5;Perna perna;40,1;M10
2022/02/09;sunny;45;13:38;non infested;1;1;Perna perna;47,1;M7
2022/02/09;sunny;45;13:38;non infested;1;2;Perna perna;45,8;M8
2022/02/09;sunny;45;13:38;non infested;1;3;Perna perna;48,3;M9
2022/02/09;sunny;45;13:38;non infested;1;4;Perna perna;46,7;M10
2022/02/09;sunny;45;13:38;non infested;1;5;Perna perna;43,8;M11
2022/02/09;sunny;45;13:38;infested;2;1;Perna perna;37,8;M4
2022/02/09;sunny;45;13:38;infested;2;2;Perna perna;38,5;M5
2022/02/09;sunny;45;13:38;infested;2;3;Perna perna;36,2;M6
2022/02/09;sunny;45;13:38;infested;2;4;Perna perna;36,6;M7
2022/02/09;sunny;45;13:38;infested;2;5;Perna perna;37,7;M8
2022/02/09;sunny;45;13:38;non infested;2;1;Perna perna;44,2;M7
2022/02/09;sunny;45;13:38;non infested;2;2;Perna perna;41,7;M8
2022/02/09;sunny;45;13:38;non infested;2;3;Perna perna;39,6;M9
2022/02/09;sunny;45;13:38;non infested;2;4;Perna perna;40,2;M10
2022/02/09;sunny;45;13:38;non infested;2;5;Perna perna;38,3;M11
2022/02/09;sunny;45;13:38;infested;3;1;Perna perna;39,6;M6
2022/02/09;sunny;45;13:38;infested;3;2;Perna perna;36,2;M7
2022/02/09;sunny;45;13:38;infested;3;3;Perna perna;39,2;M8
2022/02/09;sunny;45;13:38;infested;3;4;Perna perna;37,2;M9
2022/02/09;sunny;45;13:38;infested;3;5;Perna perna;37,4;M10
2022/02/09;sunny;45;13:38;non infested;3;1;Perna perna;41,2;M6
2022/02/09;sunny;45;13:38;non infested;3;2;Perna perna;40,6;M7
2022/02/09;sunny;45;13:38;non infested;3;3;Perna perna;41,1;M8
2022/02/09;sunny;45;13:38;non infested;3;4;Perna perna;42,1;M9
2022/02/09;sunny;45;13:38;non infested;3;5;Perna perna;41,1;M10
2022/02/09;sunny;60;13:53;infested;1;1;Perna perna;42,2;M7
2022/02/09;sunny;60;13:53;infested;1;2;Perna perna;42,6;M8
2022/02/09;sunny;60;13:53;infested;1;3;Perna perna;41,9;M9
2022/02/09;sunny;60;13:53;infested;1;4;Perna perna;43,3;M10
2022/02/09;sunny;60;13:53;infested;1;5;Perna perna;42;M11
2022/02/09;sunny;60;13:53;non infested;1;1;Perna perna;46,6;M7
2022/02/09;sunny;60;13:53;non infested;1;2;Perna perna;44,3;M8
2022/02/09;sunny;60;13:53;non infested;1;3;Perna perna;43,9;M9
2022/02/09;sunny;60;13:53;non infested;1;4;Perna perna;45,8;M10
2022/02/09;sunny;60;13:53;non infested;1;5;Perna perna;45;M11
2022/02/09;sunny;60;13:53;infested;2;1;Perna perna;39,1;M4
2022/02/09;sunny;60;13:53;infested;2;2;Perna perna;38,5;M5
2022/02/09;sunny;60;13:53;infested;2;3;Perna perna;38;M6
2022/02/09;sunny;60;13:53;infested;2;4;Perna perna;35,3;M7
2022/02/09;sunny;60;13:53;infested;2;5;Perna perna;37,4;M8
2022/02/09;sunny;60;13:53;non infested;2;1;Perna perna;45,6;M7
2022/02/09;sunny;60;13:53;non infested;2;2;Perna perna;39,8;M8
2022/02/09;sunny;60;13:53;non infested;2;3;Perna perna;43,1;M9
2022/02/09;sunny;60;13:53;non infested;2;4;Perna perna;46,2;M10
2022/02/09;sunny;60;13:53;non infested;2;5;Perna perna;41,3;M11
2022/02/09;sunny;60;13:53;infested;3;1;Perna perna;39,6;M5
2022/02/09;sunny;60;13:53;infested;3;2;Perna perna;37;M6
2022/02/09;sunny;60;13:53;infested;3;3;Perna perna;38,5;M7
2022/02/09;sunny;60;13:53;infested;3;4;Perna perna;35;M8
2022/02/09;sunny;60;13:53;infested;3;5;Perna perna;38,1;M9
2022/02/09;sunny;60;13:53;non infested;3;1;Perna perna;43,1;M6
2022/02/09;sunny;60;13:53;non infested;3;2;Perna perna;44,1;M7
2022/02/09;sunny;60;13:53;non infested;3;3;Perna perna;41,1;M8
2022/02/09;sunny;60;13:53;non infested;3;4;Perna perna;37,9;M9
2022/02/09;sunny;60;13:53;non infested;3;5;Perna perna;39,6;M10
2022/02/09;sunny;75;14:08;infested;1;1;Perna perna;43,4;M7
2022/02/09;sunny;75;14:08;infested;1;2;Perna perna;39,4;M8
2022/02/09;sunny;75;14:08;infested;1;3;Perna perna;41,5;M9
2022/02/09;sunny;75;14:08;infested;1;4;Perna perna;44,8;M10
2022/02/09;sunny;75;14:08;infested;1;5;Perna perna;42,9;M11
2022/02/09;sunny;75;14:08;non infested;1;1;Perna perna;47,4;M7
2022/02/09;sunny;75;14:08;non infested;1;2;Perna perna;46,3;M8
2022/02/09;sunny;75;14:08;non infested;1;3;Perna perna;48;M9
2022/02/09;sunny;75;14:08;non infested;1;4;Perna perna;46,9;M10
2022/02/09;sunny;75;14:08;non infested;1;5;Perna perna;47,5;M11
2022/02/09;sunny;75;14:08;infested;2;1;Perna perna;40,6;M4
2022/02/09;sunny;75;14:08;infested;2;2;Perna perna;39,3;M5
2022/02/09;sunny;75;14:08;infested;2;3;Perna perna;37,2;M6
2022/02/09;sunny;75;14:08;infested;2;4;Perna perna;39,4;M7
2022/02/09;sunny;75;14:08;infested;2;5;Perna perna;37,8;M8
2022/02/09;sunny;75;14:08;non infested;2;1;Perna perna;45,2;M7
2022/02/09;sunny;75;14:08;non infested;2;2;Perna perna;40,5;M8
2022/02/09;sunny;75;14:08;non infested;2;3;Perna perna;47,4;M9
2022/02/09;sunny;75;14:08;non infested;2;4;Perna perna;43,1;M10
2022/02/09;sunny;75;14:08;non infested;2;5;Perna perna;43,8;M11
2022/02/09;sunny;75;14:08;infested;3;1;Perna perna;40,2;M6
2022/02/09;sunny;75;14:08;infested;3;2;Perna perna;39,4;M7
2022/02/09;sunny;75;14:08;infested;3;3;Perna perna;35,5;M8
2022/02/09;sunny;75;14:08;infested;3;4;Perna perna;37,7;M9
2022/02/09;sunny;75;14:08;infested;3;5;Perna perna;39,4;M10
2022/02/09;sunny;75;14:08;non infested;3;1;Perna perna;40,8;M6
2022/02/09;sunny;75;14:08;non infested;3;2;Perna perna;42,8;M7
2022/02/09;sunny;75;14:08;non infested;3;3;Perna perna;43,6;M8
2022/02/09;sunny;75;14:08;non infested;3;4;Perna perna;44,3;M9
2022/02/09;sunny;75;14:08;non infested;3;5;Perna perna;44,4;M10
2022/02/09;sunny;90;14:23;infested;1;1;Perna perna;43,4;M7
2022/02/09;sunny;90;14:23;infested;1;2;Perna perna;43,3;M8
2022/02/09;sunny;90;14:23;infested;1;3;Perna perna;42,6;M9
2022/02/09;sunny;90;14:23;infested;1;4;Perna perna;40,7;M10
2022/02/09;sunny;90;14:23;infested;1;5;Perna perna;42,8;M11
2022/02/09;sunny;90;14:23;non infested;1;1;Perna perna;47,9;M7
2022/02/09;sunny;90;14:23;non infested;1;2;Perna perna;47,8;M8
2022/02/09;sunny;90;14:23;non infested;1;3;Perna perna;49;M9
2022/02/09;sunny;90;14:23;non infested;1;4;Perna perna;48;M10
2022/02/09;sunny;90;14:23;non infested;1;5;Perna perna;47,3;M11
2022/02/09;sunny;90;14:23;infested;2;1;Perna perna;40,6;M4
2022/02/09;sunny;90;14:23;infested;2;2;Perna perna;38,5;M5
2022/02/09;sunny;90;14:23;infested;2;3;Perna perna;37,8;M6
2022/02/09;sunny;90;14:23;infested;2;4;Perna perna;40,7;M7
2022/02/09;sunny;90;14:23;infested;2;5;Perna perna;39,5;M8
2022/02/09;sunny;90;14:23;non infested;2;1;Perna perna;43,7;M7
2022/02/09;sunny;90;14:23;non infested;2;2;Perna perna;41,3;M8
2022/02/09;sunny;90;14:23;non infested;2;3;Perna perna;43,3;M9
2022/02/09;sunny;90;14:23;non infested;2;4;Perna perna;42,6;M10
2022/02/09;sunny;90;14:23;non infested;2;5;Perna perna;48;M11
2022/02/09;sunny;90;14:23;infested;3;1;Perna perna;41,8;M4
2022/02/09;sunny;90;14:23;infested;3;2;Perna perna;36,9;M5
2022/02/09;sunny;90;14:23;infested;3;3;Perna perna;35,1;M6
2022/02/09;sunny;90;14:23;infested;3;4;Perna perna;38,2;M7
2022/02/09;sunny;90;14:23;infested;3;5;Perna perna;40,1;M8
2022/02/09;sunny;90;14:23;non infested;3;1;Perna perna;36,3;M6
2022/02/09;sunny;90;14:23;non infested;3;2;Perna perna;36,9;M7
2022/02/09;sunny;90;14:23;non infested;3;3;Perna perna;37,6;M8
2022/02/09;sunny;90;14:23;non infested;3;4;Perna perna;44;M9
2022/02/09;sunny;90;14:23;non infested;3;5;Perna perna;39,1;M10
2022/02/10;cloudy;0;12:11;infested;1;1;Perna perna;28,2;M8
2022/02/10;cloudy;0;12:11;infested;1;2;Perna perna;27;M9
2022/02/10;cloudy;0;12:11;infested;1;3;Perna perna;26,5;M10
2022/02/10;cloudy;0;12:11;infested;1;4;Perna perna;27,6;M11
2022/02/10;cloudy;0;12:11;infested;1;5;Perna perna;28,3;M12
2022/02/10;cloudy;0;12:11;non infested;1;1;Perna perna;27,9;M8
2022/02/10;cloudy;0;12:11;non infested;1;2;Perna perna;27,4;M9
2022/02/10;cloudy;0;12:11;non infested;1;3;Perna perna;28,3;M10
2022/02/10;cloudy;0;12:11;non infested;1;4;Perna perna;27,2;M11
2022/02/10;cloudy;0;12:11;non infested;1;5;Perna perna;27,9;M12
2022/02/10;cloudy;0;12:11;infested;2;1;Perna perna;26,5;M8
2022/02/10;cloudy;0;12:11;infested;2;2;Perna perna;26,1;M9
2022/02/10;cloudy;0;12:11;infested;2;3;Perna perna;27,1;M10
